respondent_id,start_date,end_date,dbt_used_at_org,personal_dbt_experience,job_title,base_salary_usd,company_headquarters,company_industry,organization_size,org_data_infrastructure_proportion,org_data_analysis_proportion,multiselect_time_spent_platform,multiselect_time_spent_datasets,multiselect_time_spent_reports_dashboards,multiselect_time_spent_ml_models,multiselect_time_spent_mentorship_direct_reports,multiselect_time_spent_other_free_text,rate_org_marketing_analytics,rate_org_product_analytics,rate_org_financial_analytics,rate_org_data_quality_transparency,rate_org_cross_team_alignment_data_ownership,rate_org_data_team_productivity_agility,rate_org_enabling_self_service,how_do_you_distribute_data_team_work,how_do_you_distribute_data_team_work_other_free_text,how_is_your_team_measured,how_is_your_team_measured_other_free_text,agreement_org_sets_clear_goals_responsibilities_roadmap,agreement_org_values_data_team,multiselect_economic_impact_reduced_headcount,multiselect_economic_impact_downgraded_open_headcount,multiselect_economic_impact_reduced_tooling_budget,multiselect_economic_impact_increased_headcount,multiselect_economic_impact_upgraded_open_headcount,multiselect_economic_impact_increased_tooling_budget,multiselect_economic_impact_no_change,multiselect_economic_impact_not_sure,investment_plan_next_12m_data_warehouse_lakehouse,investment_plan_next_12m_extract_load,investment_plan_next_12m_transform_model,investment_plan_next_12m_reverse_etl,investment_plan_next_12m_data_quality_observability,investment_plan_next_12m_data_orchestration,investment_plan_next_12m_bi_tools,multiselect_data_prep_challenge_poor_source_quality,multiselect_data_prep_challenge_input_data_inconsistent,multiselect_data_prep_challenge_ambiguous_quality_ownership,multiselect_data_prep_challenge_transform_slow_build_update,multiselect_data_prep_challenge_transform_location_reuse,multiselect_data_prep_challenge_docs_dependency_mgmt,multiselect_data_prep_challenge_stakeholders_dont_use_trust,multiselect_data_prep_challenge_data_not_where_org_needs,multiselect_data_prep_challenge_none_of_above,multiselect_data_prep_challenge_other_free_text,biggest_mds_problem_metadata_sharing_across_tools,biggest_mds_problem_team_tool_collab_clarity,biggest_mds_problem_producer_consumer_coordination_handoff,biggest_mds_problem_tools_learning_curve,biggest_mds_problem_implementing_best_practice_across_tools,biggest_mds_problem_other_free_text
118184188823,11/23/2022 12:49:46 PM,11/23/2022 12:52:22 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Data Analyst,$51k to $100k,North America,Education / Training,"10,001",2-5%,2-5%,,Build / maintain data sets to ease analysis,,,,,Somewhat well,Somewhat well,Somewhat well,Very well,Somewhat well,Very well,Somewhat badly,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,,Specific to job,Somewhat agree,Somewhat agree,,,,,,,No change,,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Source data quality is poor,,,,,Managing data documentation and dependencies are too time-consuming,,Data isn’t where business users need it to be to inform quick decisions,,,,,Coordination and handoffs between data producers and data consumers,,Implementing best practices across all the different tools,
118184188689,11/23/2022 12:48:33 PM,11/23/2022 12:52:10 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Other,$51k to $100k,North America,Other,"5,001 – 10,000",6-10%,6-10%,,Build / maintain data sets to ease analysis,,,,,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,Progress to financial goals (e.g. amount of money saved or business closed),,Somewhat agree,Somewhat agree,,,Reduced budget for tooling (new or existing),,,,,,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),,,,,,Managing data documentation and dependencies are too time-consuming,,,,,,,Coordination and handoffs between data producers and data consumers,,,
118184185302,11/23/2022 12:40:15 PM,11/23/2022 12:47:21 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Other,$51k to $100k,North America,Government or Military,"10,001",6-10%,11-20%,,,,,,project management,Somewhat well,Somewhat well,Somewhat well,Very well,Very well,Somewhat well,Somewhat well,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,Progress to financial goals (e.g. amount of money saved or business closed),,Somewhat agree,Somewhat agree,,,,,,,No change,,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Source data quality is poor,Input data is hard to collect in a consistent way,,,,Managing data documentation and dependencies are too time-consuming,,,,,No effective way to share metadata across tools,,,Learning curve to set up and maintain tools,,
118184179689,11/23/2022 12:36:57 PM,11/23/2022 12:39:11 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Data Analyst,$101k to $150k,North America,Financial Services,"10,001",11-20%,11-20%,,Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,Build / use machine learning models,,,Very well,Somewhat well,Very well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Each team member specializes by business area (e.g. supports Sales vs. Product),,Qualitative evaluations (e.g. performance ratings from stakeholders),,No opinion,No opinion,Reduced headcount (open or existing),,Reduced budget for tooling (new or existing),,,,,,No change (maintain current investment),Increasing investment,Increasing investment,Not sure,Increasing investment,Increasing investment,Increasing investment,,Input data is hard to collect in a consistent way,,Transformations are too time-consuming to build and update,,Managing data documentation and dependencies are too time-consuming,,,,,,No clear understanding of how teams should collaborate in a given tool,,,,
118184179075,11/23/2022 12:36:29 PM,11/23/2022 12:38:16 PM,Yes - we use both dbt Core and dbt Cloud,1-2 years,People Manager/Director - Data Analytics,$101k to $150k,North America,Financial Services,"501-1,000",6-10%,6-10%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,,,,,Very badly,Somewhat well,Somewhat badly,Somewhat well,Somewhat badly,Somewhat badly,Somewhat badly,Each team member specializes by business area (e.g. supports Sales vs. Product),,"SLA metrics (e.g. data uptime, throughput)",,Somewhat disagree,Somewhat disagree,,Downgraded level / salary of open headcount,,,Increased level / salary for open headcount,,,,Decreasing investment,No change (no current investment),No change (no current investment),No change (maintain current investment),No change (no current investment),Increasing investment,No change (maintain current investment),,Input data is hard to collect in a consistent way,,Transformations are too time-consuming to build and update,,,,,,,,No clear understanding of how teams should collaborate in a given tool,,Learning curve to set up and maintain tools,,
118184178407,11/23/2022 12:33:23 PM,11/23/2022 12:37:22 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Software Engineer,$101k to $150k,North America,Technology / Software,Not sure,11-20%,11-20%,,,,,,Not sure,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,,Not sure,Not sure,,No opinion,No opinion,,,,,,,,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,,Input data is hard to collect in a consistent way,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,Managing data documentation and dependencies are too time-consuming,,,,,,,Coordination and handoffs between data producers and data consumers,,Implementing best practices across all the different tools,
118184176045,11/23/2022 12:31:17 PM,11/23/2022 12:34:01 PM,Yes - we use both dbt Core and dbt Cloud,I have never used dbt,Sales Engineer/Solutions Engineer,$51k to $100k,South & Latin America,Healthcare / Life Sciences,Less than 100,11-20%,21-50%,,,Build / analyze reports & dashboards,,,,Somewhat well,Very well,Somewhat well,Somewhat well,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,Not sure,,No opinion,No opinion,,,Reduced budget for tooling (new or existing),,,,,,No change (maintain current investment),Not sure,Increasing investment,,Not sure,Not sure,Not sure,,,,Transformations are too time-consuming to build and update,,,,,,,,No clear understanding of how teams should collaborate in a given tool,,,,
118184175254,11/23/2022 12:22:04 PM,11/23/2022 12:32:55 PM,Yes - we use dbt Core / open source,More than 2 years,Software Engineer,$51k to $100k,North America,Education / Training,"501-1,000",6-10%,6-10%,,Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,,,Somewhat well,Somewhat well,Somewhat well,Very well,Very well,Somewhat well,Somewhat well,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,No opinion,No opinion,,Downgraded level / salary of open headcount,Reduced budget for tooling (new or existing),,,,,,Decreasing investment,No change (maintain current investment),Increasing investment,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),,Input data is hard to collect in a consistent way,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,,,,,,,Coordination and handoffs between data producers and data consumers,,,
118184175140,11/23/2022 12:29:34 PM,11/23/2022 12:32:44 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Other,$51k to $100k,North America,Consulting / Professional Services,"501-1,000",Less than 1%,Less than 1%,,Build / maintain data sets to ease analysis,,,,,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,Qualitative evaluations (e.g. performance ratings from stakeholders),,No opinion,No opinion,,,,,,,No change,,No change (no current investment),Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,,,,Transformations are too time-consuming to build and update,,Managing data documentation and dependencies are too time-consuming,,Data isn’t where business users need it to be to inform quick decisions,,,,,,Learning curve to set up and maintain tools,,
118184169984,11/23/2022 12:23:09 PM,11/23/2022 12:25:38 PM,No - we don’t use dbt Core or dbt Cloud,< 1 year,Software Engineer,$151k to $200k,North America,Technology / Software,101-500,2-5%,2-5%,"Build / maintain platforms for hosting, moving, accessing data",,Build / analyze reports & dashboards,,,,Somewhat well,Somewhat well,N/A - not relevant for my org,Somewhat well,Very well,Somewhat well,Somewhat well,Each team member specializes by business area (e.g. supports Sales vs. Product),,"SLA metrics (e.g. data uptime, throughput)",,No opinion,No opinion,Reduced headcount (open or existing),,,,,,,,No change (maintain current investment),Decreasing investment,Decreasing investment,No change (maintain current investment),No change (maintain current investment),,No change (maintain current investment),,,,,,,,Data isn’t where business users need it to be to inform quick decisions,,,,,,Learning curve to set up and maintain tools,,
118184169457,11/23/2022 12:21:32 PM,11/23/2022 12:24:55 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Software Engineer,Prefer not to say,North America,Technology / Software,"501-1,000",21-50%,21-50%,,Build / maintain data sets to ease analysis,,,,,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,Very well,Very well,Each team member specializes by business area (e.g. supports Sales vs. Product),,Not sure,,Strongly agree,Strongly agree,,,,,,,No change,,Not sure,Not sure,No change (maintain current investment),Not sure,Not sure,Not sure,Increasing investment,,,,,,,,,None of the above,,,,,Learning curve to set up and maintain tools,,
118184169235,11/23/2022 12:22:01 PM,11/23/2022 12:24:37 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Other,Prefer not to say,North America,Other,Not sure,Less than 1%,Less than 1%,,,,,,design,N/A - not relevant for my org,Somewhat well,N/A - not relevant for my org,Somewhat well,Somewhat well,Somewhat well,N/A - not relevant for my org,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,,Qualitative evaluations (e.g. performance ratings from stakeholders),,No opinion,No opinion,,,,,,,,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,,,,,,,,,None of the above,,,,Coordination and handoffs between data producers and data consumers,,,
118184168347,11/23/2022 12:22:02 PM,11/23/2022 12:23:25 PM,Yes - we use dbt Core / open source,1-2 years,Data Engineer,$51k to $100k,Africa,Media / Entertainment,"1,001 – 5,000",21-50%,11-20%,,Build / maintain data sets to ease analysis,,,,,Somewhat well,Somewhat badly,Somewhat well,Somewhat well,Somewhat well,Very well,Somewhat well,Each team member specializes by business area (e.g. supports Sales vs. Product),,Progress to financial goals (e.g. amount of money saved or business closed),,Somewhat disagree,Somewhat disagree,,Downgraded level / salary of open headcount,Reduced budget for tooling (new or existing),,,,,,Decreasing investment,Decreasing investment,Increasing investment,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Source data quality is poor,Input data is hard to collect in a consistent way,,,,,,,,,,No clear understanding of how teams should collaborate in a given tool,Coordination and handoffs between data producers and data consumers,,,
